,0
67370,"[('Montas', 0.226), ('Vapour', 0.192), ('Wolfenstein: The New Order', 0.187), ('APOX', 0.18), ('Dishonored', 0.14)]"
346120,"[('Stellar 2D', 0.146), ('FEZ', 0.139), ('Team Fortress Classic', 0.133), ('Primal Carnage', 0.133), ('Deepworld', 0.125)]"
212800,"[('Space Farmers', 0.124), ('Volgarr the Viking', 0.106), ('Really Big Sky', 0.104), ('BrainBread 2', 0.098), ('LUFTRAUSERS', 0.094)]"
423880,"[('Pendragon Rising', 0.248), ('McPixel', 0.222), ('Written in the Sky', 0.221), ('REDCON', 0.214), ('Reign Of Kings', 0.192)]"
250400,"[('Total War: SHOGUN 2', 0.141), ('Dead Island Definitive Edition', 0.117), ('Survival: Postapocalypse Now', 0.09), ('Lichdom: Battlemage', 0.089), ('Intrusion 2', 0.088)]"
228380,"[('BeamNG.drive', 0.207), ('Victory: The Age of Racing', 0.176), ('FlatOut', 0.139), ('Carmageddon Max Pack', 0.136), ('Super Night Riders', 0.127)]"
314020,"[('The Journey Down: Chapter Two', 0.126), ('Only If', 0.108), ('The Journey Down: Chapter One', 0.101), ('WildStar', 0.086), ('Critical Mass', 0.085)]"
57690,"[('Legend of Grimrock', 0.144), ('Miracle Fly', 0.144), ('Frederic: Evil Strikes Back', 0.122), ('Space Hulk Ascension', 0.12), ('Sword of the Stars II: Enhanced Edition', 0.119)]"
233130,"[('Shadow Warrior Classic Redux', 0.171), ('Tree of Life', 0.122), ('Warframe', 0.121), ('FIREFIGHT RELOADED', 0.113), ('Korwin The Game', 0.1)]"
241600,"[(""Organ Trail: Director's Cut"", 0.154), ('Starward Rogue', 0.14), ('Another Perspective', 0.135), ('The Way of Life Free Edition', 0.128), ('Better Late Than DEAD', 0.116)]"
58610,"[(""Hamilton's Great Adventure"", 0.217), ('Nexuiz', 0.193), ('Tribes: Ascend', 0.13), (""Oddworld: Stranger's Wrath HD"", 0.129), ('Frederic: Evil Strikes Back', 0.115)]"
263060,"[('Block N Load', 0.155), ('Cubic Castles', 0.136), ('World of Goo', 0.127), ('Red Trigger', 0.119), ('MachineCraft', 0.118)]"
216150,"[('Eldevin', 0.169), ('Skara - The Blade Remains', 0.163), ('Fiesta Online NA', 0.157), ('The SKIES', 0.155), ('Villagers and Heroes', 0.152)]"
416670,"[(""King's Bounty: The Legend"", 0.281), ('Shadowrun Returns', 0.24), ('Convoy', 0.206), ('Hard West', 0.201), ('Super Trench Attack!', 0.19)]"
312990,"[('Fistful of Frags', 0.11), ('Prison Architect', 0.094), ('Toy Soldiers: Complete', 0.093), ('Cortex Command', 0.09), ('Toy Soldiers', 0.086)]"
287450,"[('Retro/Grade', 0.118), ('FINAL FANTASY VII', 0.114), ('HITMAN™', 0.108), ('Half-Life: Source', 0.105), ('Rise of the Triad', 0.105)]"
234330,"[(""LEGO® MARVEL's Avengers"", 0.238), ('Naval Warfare', 0.206), ('SUPER DISTRO', 0.197), ('Really Big Sky', 0.161), ('Super Trench Attack!', 0.153)]"
250500,"[('Serious Sam: The Random Encounter', 0.165), ('Ziggurat', 0.148), (""Organ Trail: Director's Cut"", 0.147), ('Stellar 2D', 0.136), (""Medusa's Labyrinth"", 0.114)]"
238240,"[('Destination Sol', 0.187), ('Starbound', 0.148), ('Amnesia™: Memories', 0.117), (""Super 3-D Noah's Ark"", 0.104), (""Strike Suit Zero: Director's Cut"", 0.103)]"
287390,"[('Nuclear Throne', 0.154), ('Metro 2033 Redux', 0.15), ('Miscreated', 0.13), ('EPOCH', 0.122), ('Sniper Elite V2', 0.118)]"
204180,"[('Unstoppable Gorg', 0.174), ('Rodina', 0.158), ('Resilience: Wave Survival', 0.155), ('My Riding Stables: Life with Horses', 0.135), ('Picross Touch', 0.127)]"
373770,"[('Dragon: The Game', 0.178), ('Dragon Age: Origins - Ultimate Edition', 0.164), ('Dragon Saga', 0.139), ('Operation Flashpoint: Dragon Rising', 0.114), ('Dragons and Titans', 0.11)]"
388090,"[(""Five Nights at Freddy's"", 0.288), (""Five Nights at Freddy's 2"", 0.272), (""Five Nights at Freddy's 3"", 0.182), ('Downfall', 0.158), ('Thief', 0.098)]"
383120,"[('Destination Sol', 0.226), ('Space Empires V', 0.165), ('TransOcean: The Shipping Company', 0.164), ('Forsaken Isle', 0.147), ('Dead In Bermuda', 0.145)]"
266010,"[('Pythagoria', 0.129), ('Reflex', 0.123), ('Cortex Command', 0.094), ('War, the Game', 0.088), ('Memories of a Vagabond', 0.082)]"
235460,"[('METAL GEAR SOLID V: GROUND ZEROES', 0.323), ('METAL GEAR SOLID V: THE PHANTOM PAIN', 0.248), ('Black Mesa', 0.161), ('METAL SLUG DEFENSE', 0.15), ('Slain: Back from Hell', 0.137)]"
327890,"[('Ember Strike', 0.118), ('Earthworm Jim', 0.109), (""Strike Suit Zero: Director's Cut"", 0.103), ('FINAL FANTASY III', 0.095), ('Zombie Driver HD', 0.089)]"
245170,"[('ACE Academy', 0.143), ('Evolve Stage 2', 0.116), ('Vitrum', 0.111), ('PAC-MAN™ and the Ghostly Adventures', 0.094), ('Frozen Free Fall: Snowball Fight', 0.093)]"
317400,"[('Portal', 0.317), ('Rexaura', 0.271), ('Aperture Tag: The Paint Gun Testing Initiative', 0.217), ('Thinking with Time Machine', 0.201), ('Dungeon Defenders', 0.135)]"
304240,"[('Resident Evil 6 / Biohazard 6', 0.35), ('Resident Evil Revelations / Biohazard Revelations', 0.219), ('The Evil Within', 0.187), ('Fahrenheit: Indigo Prophecy Remastered', 0.163), ('Grim Fandango Remastered', 0.16)]"
214250,"[('Nuclear Throne', 0.235), ('EPOCH', 0.224), ('The Forest', 0.201), ('Krater', 0.199), ('DayZ', 0.171)]"
274190,"[('Elsword', 0.131), ('X-COM: UFO Defense', 0.126), ('Axiom Verge', 0.122), ('Intrusion 2', 0.122), ('A.R.E.S. Extinction Agenda EX', 0.115)]"
321360,"[('The Isle', 0.175), ('Natural Selection 2', 0.149), ('Dyscourse', 0.146), ('Dino D-Day', 0.139), ('theHunter: Primal', 0.13)]"
239800,"[(""LEGO® MARVEL's Avengers"", 0.19), ('Mini Motor Racing EVO', 0.159), ('Memoria', 0.142), ('Tap Heroes', 0.133), ('Mad Max', 0.132)]"
329490,"[('Double Dragon Trilogy', 0.206), ('Battle Forever', 0.185), ('Karate Master 2 Knock Down Blow', 0.152), ('Assault Android Cactus', 0.147), ('Kung Fury: Street Rage', 0.142)]"
409160,"[('The Masterplan', 0.194), ('The Stanley Parable', 0.15), ('State of Anarchy', 0.081), (""The Beginner's Guide"", 0.078), ('BeamNG.drive', 0.064)]"
265810,"[('ACE - Arena: Cyber Evolution', 0.193), ('Outcast 1.1', 0.172), ('Altitude', 0.163), ('Beware Planet Earth', 0.147), ('Worms Revolution', 0.14)]"
201790,"[('Orcs Must Die! Unchained', 0.272), ('Orcs Must Die!', 0.22), ('Space Farmers', 0.218), ('8-Bit Hordes', 0.112), ('Kingdom Rush', 0.105)]"
247000,"[('100% Orange Juice', 0.131), ('Train Simulator', 0.124), ('Faeria', 0.117), ('Simply Chess', 0.116), ('The Witcher Adventure Game', 0.104)]"
335330,"[('Contraption Maker', 0.177), ('Secret Ponchos', 0.159), ('GunZ 2: The Second Duel', 0.154), ('LEGO® The Hobbit™', 0.146), ('Bloodline Champions', 0.144)]"
383150,"[('Trapped Dead', 0.254), ('Murder Miners', 0.187), ('Last Hope - Tower Defense', 0.184), ('Codename CURE', 0.166), ('Zombie Exodus', 0.158)]"
351290,"[('Despair', 0.179), ('Pixel Galaxy', 0.174), ('Saints Row 2', 0.164), ('Resilience: Wave Survival', 0.156), ('SOMA', 0.141)]"
288160,"[('Westerado: Double Barreled', 0.111), ('Iron Snout', 0.11), ('UnReal World', 0.097), (""Oddworld: Stranger's Wrath HD"", 0.095), ('Super Switch', 0.094)]"
360740,"[('Battlevoid: Harbinger', 0.12), ('Castle', 0.114), ('Warden: Melody of the Undergrowth', 0.098), ('Moustache Mountain', 0.096), ('Space Run', 0.091)]"
40100,"[('Hitman: Blood Money', 0.138), ('Dungeon Defenders', 0.137), ('Heavy Fire: Afghanistan', 0.13), ('Linea, the Game', 0.128), ('The Impossible Game', 0.124)]"
422970,"[('ORION: Prelude', 0.108), ('Zero G Arena', 0.105), ('Yet Another Zombie Defense', 0.102), ('bit Dungeon II', 0.099), ('Pixel Star', 0.098)]"
357330,"[('Stellar 2D', 0.127), ('Meltdown', 0.124), ('Wolfenstein: The New Order', 0.121), ('APOX', 0.12), ('Gun Done', 0.117)]"
266510,"[('Cards and Castles', 0.215), ('Magic Duels', 0.172), ('FORCED SHOWDOWN', 0.167), ('Gemini Rue', 0.166), ('We Slay Monsters', 0.157)]"
102500,"[('Offworld Trading Company', 0.129), ('Fallout 4', 0.128), ('Tropico 4', 0.11), ('Shadowrun Chronicles - Boston Lockdown', 0.107), ('3089 -- Futuristic Action RPG', 0.098)]"
321980,"[('RPG Tycoon', 0.229), ('Kingdom: New Lands', 0.152), ('Gnomoria', 0.135), ('Wizorb', 0.098), ('Memoria', 0.096)]"
342300,"[('Murder Miners', 0.29), ('Codename CURE', 0.263), ('Natural Selection 2', 0.206), ('Project Explore', 0.165), ('Sniper Elite: Nazi Zombie Army', 0.163)]"
367500,"[('Dragon: The Game', 0.209), ('Zeno Clash', 0.151), ('The Quest', 0.147), ('Dragon Age: Origins - Ultimate Edition', 0.146), ('TerraTech', 0.12)]"
225600,"[('8BitMMO', 0.188), ('GoD Factory: Wingmen', 0.168), ('The Mean Greens - Plastic Warfare', 0.162), ('Gunslingers', 0.135), ('Clash of the Monsters', 0.118)]"
287290,"[('Men of War: Vietnam', 0.189), ('Resident Evil 6 / Biohazard 6', 0.188), ('The Walking Dead', 0.144), ('Resident Evil Revelations / Biohazard Revelations', 0.131), ('Slender: The Arrival', 0.129)]"
44350,"[('Scribblenauts Unlimited', 0.205), ('Auditorium', 0.183), ('Trials 2: Second Edition', 0.168), ('GRID Autosport', 0.152), ('Glacier 3: The Meltdown', 0.142)]"
236850,"[('Hearts of Iron IV', 0.2), ('Divinity: Dragon Commander', 0.137), ('Hearts of Iron III', 0.114), ('The Promised Land', 0.114), ('Automation - The Car Company Tycoon Game', 0.113)]"
367240,"[('Warframe', 0.165), ('Ironcast', 0.159), ('Dreamfall Chapters', 0.153), ('Airships: Conquer the Skies', 0.145), ('War of the Human Tanks', 0.133)]"
200710,"[('Torchlight', 0.225), ('Labyronia RPG', 0.163), ('Hero Siege', 0.16), ('Toy Soldiers', 0.146), ('Dino D-Day', 0.134)]"
390670,"[('Homeworld Remastered Collection', 0.162), ('Endless Sky', 0.162), ('EVE Online', 0.159), ('Naval Action', 0.154), ('1943 Megami Strike', 0.15)]"
207250,"[('99 Levels To Hell', 0.268), (""Eternity's Child"", 0.2), ('You Have 10 Seconds', 0.167), ('Defense Grid: The Awakening', 0.165), ('One More Dungeon', 0.153)]"
313340,"[('From Dust', 0.209), ('Miscreated', 0.172), ('The Long Dark', 0.124), ('Unholy Heights', 0.112), ('ENSLAVED™: Odyssey to the West™ Premium Edition', 0.112)]"
335240,"[('Jack Lumber', 0.106), ('The Age of Decadence', 0.105), ('Crossout', 0.101), ('Realm of the Mad God', 0.099), ('Bloody Trapland', 0.099)]"
20510,"[('S.T.A.L.K.E.R.: Shadow of Chernobyl', 0.29), ('Forward to the Sky', 0.273), ('S.T.A.L.K.E.R.: Call of Pripyat', 0.184), (""No Man's Sky"", 0.182), ('Hippocampal: The White Sofa', 0.142)]"
205950,"[('Firewatch', 0.139), ('Velocity®Ultra', 0.137), ('Antenna', 0.132), ('Castle of Illusion', 0.13), ('HIT', 0.126)]"
211400,"[('You Have 10 Seconds 2', 0.155), ('Intrusion 2', 0.14), ('You Have 10 Seconds', 0.106), ('Game Dev Tycoon', 0.103), ('Peggle Deluxe', 0.093)]"
463390,"[('Shadow Harvest: Phantom Ops', 0.148), ('Garbage Day', 0.124), ('Amnesia™: Memories', 0.112), ('Fingerbones', 0.11), ('Stop Online - Battle of Words', 0.098)]"
436110,"[('Odysseus: Long Way Home', 0.183), ('Vapour', 0.139), ('The Stanley Parable', 0.138), ('Only If', 0.124), ('Super Amazing Wagon Adventure', 0.114)]"
227160,"[('Destination Sol', 0.152), ('Starpoint Gemini 2', 0.136), ('FTL: Faster Than Light', 0.133), ('Empyrion - Galactic Survival', 0.127), ('Space Empires V', 0.117)]"
462930,"[('AdVenture Capitalist', 0.261), ('Microsoft Flight Simulator X: Steam Edition', 0.198), ('Farming Simulator 15', 0.191), ('The Bureau: XCOM Declassified', 0.189), ('Guardians of Middle-earth', 0.176)]"
435030,"[('Blades of Time', 0.179), ('Legend of Grimrock', 0.159), ('Salt', 0.108), ('ARK: Survival Evolved', 0.105), ('Better Late Than DEAD', 0.097)]"
1900,"[('BLOCKADE 3D', 0.107), ('Istrolid', 0.107), ('Strike Suit Zero', 0.099), ('Megabyte Punch', 0.096), ('Scraps: Modular Vehicle Combat', 0.085)]"
235540,"[('Zeno Clash', 0.174), ('Serious Sam Classic: The First Encounter', 0.169), ('Sven Co-op', 0.161), ('Half Minute Hero: Super Mega Neo Climax Ultimate Boy', 0.153), ('Hammerwatch', 0.153)]"
339800,"[('Altitude', 0.268), ('Hexcells', 0.225), ('Hexcells Infinite', 0.21), ('Hexcells Plus', 0.208), ('ACE Academy', 0.173)]"
296470,"[('Lethal League', 0.096), ('Junk Jack', 0.09), ('SolForge', 0.09), ('Gone Home', 0.09), ('Golf With Your Friends', 0.089)]"
244930,"[('ACE - Arena: Cyber Evolution', 0.145), ('Liftoff', 0.122), ('MX vs. ATV Supercross Encore', 0.112), ('Destination Sol', 0.103), ('Racecraft', 0.1)]"
235360,"[('Dungeon Defenders Eternity', 0.179), ('Dungeon Defenders II', 0.158), ('Sanctum', 0.147), ('Dungeon Siege III', 0.123), ('Defense Technica', 0.122)]"
91700,"[('VEGA Conflict', 0.197), ('Hearts of Iron III', 0.175), ('Naval Warfare', 0.163), ('Half-Life Deathmatch: Source', 0.159), ('Counter-Strike: Source', 0.151)]"
262830,"[('Earth Defense Force: Insect Armageddon', 0.149), ('Duke Nukem Forever', 0.122), ('Natural Selection 2', 0.122), ('Dragons and Titans', 0.119), ('RUNNING WITH RIFLES', 0.112)]"
220700,"[('ACE Academy', 0.124), ('Community College Hero: Trial by Fire', 0.115), ('Abyss Odyssey', 0.098), ('RPG Maker MV', 0.093), ('Last Hope - Tower Defense', 0.088)]"
389430,"[('Secret Ponchos', 0.207), ('FINAL FANTASY III', 0.154), ('Deep Dungeons of Doom', 0.151), ('Rage Runner', 0.137), ('Secrets of Grindea', 0.129)]"
394690,"[('Party Saboteurs', 0.214), ('The Jackbox Party Pack', 0.195), ('Party Hard', 0.194), ('Zavix Tower', 0.193), ('Town of Salem', 0.17)]"
418070,"[('Super Mega Neo Pug', 0.594), ('One More Dungeon', 0.103), ('Serious Sam: The Random Encounter', 0.101), ('ROD: Revolt Of Defense', 0.099), ('99 Levels To Hell', 0.092)]"
301970,"[('SpeedRunners', 0.151), ('Wolfenstein: The New Order', 0.134), ('Death Stair', 0.123), ('Lethal League', 0.12), ('APOX', 0.117)]"
13250,"[('Capsized', 0.149), ('STAR WARS™: The Force Unleashed™ II', 0.096), ('Camera Obscura', 0.093), ('Notrium', 0.092), ('Dungeon Siege III', 0.091)]"
253610,"[('Critter Crunch', 0.124), ('State of Anarchy', 0.086), ('Hacker Evolution', 0.086), ('Risk of Rain', 0.084), ('Bird Assassin', 0.084)]"
310080,"[('DreadOut', 0.157), ('Tokyo School Life', 0.148), ('Fading Hearts', 0.141), ('Obscure', 0.122), ('The Average Everyday Adventures of Samantha Browne', 0.119)]"
382050,"[(""World's Fastest Pizza"", 0.135), ('Velvet Sundown', 0.128), ('The Cave', 0.107), ('Particula', 0.106), ('Wolcen: Lords of Mayhem', 0.105)]"
64000,"[('Men of War: Assault Squad 2', 0.255), ('The Entente Gold', 0.145), ('Panzermadels: Tank Dating Simulator', 0.14), ('Commandos 2: Men of Courage', 0.127), ('Hearts of Iron III', 0.124)]"
230050,"[('Nexuiz', 0.189), (""Hamilton's Great Adventure"", 0.178), ('The Castle Doctrine', 0.125), ('Tribes: Ascend', 0.107), ('Wargame: European Escalation', 0.106)]"
384190,"[('They Breathe', 0.172), ('Hyper Light Drifter', 0.139), ('From Dust', 0.137), ('The Cave', 0.126), ('Starward Rogue', 0.121)]"
403190,"[('Stonehearth', 0.232), ('Reign Of Kings', 0.176), ('Thomas Was Alone', 0.163), ('This War of Mine', 0.157), ('Grey Goo', 0.15)]"
48800,"[('Half-Life 2: Episode One', 0.217), ('Men of War: Vietnam', 0.176), ('Cloning Clyde', 0.166), ('NARUTO SHIPPUDEN: Ultimate Ninja STORM 4', 0.143), ('Clicker Heroes', 0.14)]"
214560,"[('Super House of Dead Ninjas', 0.133), ('Shadow Harvest: Phantom Ops', 0.112), ('The Jackbox Party Pack', 0.088), (""Dragon's Dogma: Dark Arisen"", 0.083), ('CubeZ', 0.08)]"
70300,"[('Medieval Engineers', 0.161), ('Reflex', 0.141), ('Orbit HD', 0.111), ('Deep Dungeons of Doom', 0.102), ('Miracle Fly', 0.101)]"
208650,"[('Batman™: Arkham Origins Blackgate - Deluxe Edition', 0.356), ('Batman™: Arkham Origins', 0.203), ('STAR WARS™ Jedi Knight: Dark Forces II', 0.129), ('Super Chibi Knight', 0.116), ('Age of Empires® III: Complete Collection', 0.095)]"
342560,"[('Guns of Icarus Online', 0.21), ('Avenging Angel', 0.145), ('Ironcast', 0.129), ('Geometry Dash', 0.121), ('LUFTRAUSERS', 0.12)]"
305260,"[('Battlestations: Midway', 0.237), ('Post Apocalyptic Mayhem', 0.184), ('Pixel Piracy', 0.181), ('Warframe', 0.172), ('Jagged Alliance - Back in Action', 0.172)]"
368740,"[('World of Goo', 0.133), ('FlatOut', 0.126), ('Party Jousting', 0.125), ('Zavix Tower', 0.117), ('The Jackbox Party Pack', 0.114)]"
25000,"[('LEGO® STAR WARS™: The Force Awakens', 0.128), ('Sacred 3', 0.125), ('The Evil Within', 0.103), ('Half-Life 2: Update', 0.101), ('Warframe', 0.097)]"
22300,"[('Borderlands 2', 0.202), ('Dyscourse', 0.136), ('Go! Go! Nippon! ~My First Trip to Japan~', 0.098), ('3079 -- Block Action RPG', 0.086), ('The Way of Life Free Edition', 0.082)]"
301200,"[('Space Hulk Ascension', 0.174), (""Alan Wake's American Nightmare"", 0.158), ('Freddi Fish 3: The Case of the Stolen Conch Shell', 0.153), ('DRAGON BALL XENOVERSE', 0.152), ('Sword of the Stars II: Enhanced Edition', 0.152)]"
130,"[('Half-Life: Opposing Force', 0.21), ('Sven Co-op', 0.149), ('Black Mesa', 0.14), ('Half-Life 2: Episode One', 0.111), ('Half-Life 2: Episode Two', 0.11)]"
40400,"[('Shadow Harvest: Phantom Ops', 0.111), ('Medal of Honor: Airborne', 0.093), ('SUPERHOT', 0.087), ('Robotex', 0.084), ('War of the Human Tanks', 0.083)]"
307780,"[('Mortal Kombat Komplete Edition', 0.221), ('F1 2015', 0.155), (""Oddworld: New 'n' Tasty"", 0.145), ('A New Beginning - Final Cut', 0.14), ('Injustice: Gods Among Us Ultimate Edition', 0.131)]"
318220,"[('Unium', 0.19), ('Call of Duty: World at War', 0.126), ('Tap Heroes', 0.119), ('Tropico 4', 0.115), ('This Is the Police', 0.109)]"
498240,"[('STAR WARS™ Jedi Knight: Dark Forces II', 0.138), ('Enigmatis 2: The Mists of Ravenwood', 0.13), ('Survivalist', 0.116), ('The Age of Decadence', 0.11), ('Enter the Gungeon', 0.105)]"
302670,"[('APOX', 0.232), ('State of Decay', 0.155), ('Wolfenstein: The New Order', 0.143), ('Executive Assault', 0.138), ('Heavy Fire: Afghanistan', 0.138)]"
330350,"[('Reus', 0.148), ('Meridian: New World', 0.145), ('SpaceCorn', 0.141), ('Humanity Asset', 0.135), ('Planet Explorers', 0.132)]"
3700,"[('Sniper Elite V2', 0.177), ('Medal of Honor: Airborne', 0.161), ('Supreme Ruler Ultimate', 0.158), ('Wings of Prey', 0.156), ('Nuclear Dawn', 0.152)]"
315430,"[('Yet Another Zombie Defense', 0.154), ('Rocketbirds: Hardboiled Chicken', 0.151), ('Spellsworn', 0.142), ('Bloody Trapland', 0.13), ('Besiege', 0.124)]"
293320,"[('Montas', 0.136), ('The Walking Dead', 0.136), ('Hexcells', 0.128), ('Hexcells Infinite', 0.12), ('Resident Evil / biohazard HD REMASTER', 0.12)]"
300220,"[('Voices from the Sea', 0.128), ('Rivalry', 0.11), ('Crystal Story II', 0.101), ('The Stanley Parable', 0.091), ('Primal Fears', 0.087)]"
363490,"[('Assault Android Cactus', 0.206), ('Locoland', 0.178), ('Final Rush', 0.167), ('Games of Glory', 0.156), ('Hack, Slash, Loot', 0.154)]"
228960,"[('SAMURAI WARRIORS 4-II', 0.174), ('Way of the Samurai 4', 0.133), ('ChuSingura46+1 S', 0.114), ('Future Wars', 0.101), ('STAR WARS™: The Force Unleashed™ II', 0.092)]"
227580,"[('Rampage Knights', 0.253), ('Ziggurat', 0.194), ('Frozen Free Fall: Snowball Fight', 0.188), ('Instant Dungeon!', 0.18), ('BloodLust Shadowhunter', 0.179)]"
312210,"[('The Silent Age', 0.251), ('Crossout', 0.217), ('Miscreated', 0.212), ('Nuclear Throne', 0.186), ('EPOCH', 0.177)]"
286080,"[('Portal', 0.206), ('Portal Stories: Mel', 0.201), ('Aperture Tag: The Paint Gun Testing Initiative', 0.198), ('Rexaura', 0.188), ('ASRECorp', 0.145)]"
389870,"[('Guns and Robots', 0.158), ('Chaos Reborn', 0.154), ('Wanderlust Adventures', 0.144), ('Ultimate General: Gettysburg', 0.128), ('Skara - The Blade Remains', 0.12)]"
21090,"[('Myst: Masterpiece Edition', 0.157), ('Fernbus Simulator', 0.127), ('Dropsy', 0.119), ('Funk of Titans', 0.107), ('The Silent Age', 0.099)]"
261760,"[('Ziggurat', 0.198), ('Battleborn', 0.17), ('Total War: SHOGUN 2', 0.139), ('Atulos Online', 0.138), ('Supraball', 0.134)]"
293540,"[('Spec Ops: The Line', 0.189), ('Rogue Stormers', 0.171), ('Massive', 0.167), ('Mugen Souls', 0.158), ('GunZ 2: The Second Duel', 0.155)]"
11280,"[('Pivvot', 0.11), ('FINAL FANTASY V', 0.109), (""Alan Wake's American Nightmare"", 0.107), ('Zero G Arena', 0.101), ('The Darkness II', 0.093)]"
247240,"[('Super Night Riders', 0.133), ('oO', 0.115), ('BIT.TRIP CORE', 0.114), ('Really Big Sky', 0.11), ('Super Crate Box', 0.106)]"
215670,"[('The Deed', 0.25), ('Eufloria HD', 0.179), ('Hektor', 0.169), ('Town of Salem', 0.152), ('Blackguards', 0.142)]"
222980,"[('Knightmare Tower', 0.136), ('Scourge: Outbreak', 0.116), ('Bad Bots', 0.116), ('Catacomb Kids', 0.1), ('BIT.TRIP CORE', 0.1)]"
291410,"[('Ember Strike', 0.289), ('Cards and Castles', 0.217), ('Street Fighter V', 0.199), ('Bloons TD Battles', 0.166), ('Warhammer Quest', 0.151)]"
335190,"[('100% Orange Juice', 0.153), ('SAMURAI WARRIORS 4-II', 0.136), ('Pro Cycling Manager 2014', 0.117), ('Slender: The Arrival', 0.115), (""Block'hood"", 0.108)]"
224480,"[('Castle', 0.09), ('SOMA', 0.071), (""The God's Chain"", 0.068), ('Evil Genius', 0.067), ('Party Saboteurs', 0.064)]"
326480,"[('Seduce Me the Otome', 0.144), ('Microsoft Flight Simulator X: Steam Edition', 0.114), ('Cherry Tree High Comedy Club', 0.11), ('Everlasting Summer', 0.097), ('Hippocampal: The White Sofa', 0.096)]"
63380,"[('Sniper Elite', 0.177), ('Half Minute Hero: Super Mega Neo Climax Ultimate Boy', 0.153), ('Supreme Commander: Forged Alliance', 0.149), ('Hearts of Iron III', 0.143), ('Cities in Motion', 0.142)]"
382490,"[('The Tiny Bang Story', 0.111), ('Duck Game', 0.104), ('Gunslingers', 0.104), ('Halcyon 6: Starbase Commander', 0.102), ('Devil May Cry® 4 Special Edition', 0.098)]"
345820,"[('Pixel Piracy', 0.173), ('Dance Magic', 0.139), ('Stacking', 0.139), ('Max: The Curse of Brotherhood', 0.124), ('Summer Sale', 0.107)]"
407530,"[('Natural Selection 2', 0.271), (""Super 3-D Noah's Ark"", 0.258), ('Zombie Kill of the Week - Reborn', 0.16), ('Project Explore', 0.13), ('Forsaken Isle', 0.13)]"
402570,"[('Winter Voices', 0.135), ('LIMBO', 0.127), (""Organ Trail: Director's Cut"", 0.106), ('Chaos on Deponia', 0.096), ('Racecraft', 0.092)]"
226580,"[('Dropsy', 0.151), ('Ittle Dew', 0.147), ('Mini Motor Racing EVO', 0.141), ('Warehouse and Logistics Simulator', 0.129), ('VRC PRO', 0.127)]"
225840,"[('Left 4 Dead', 0.217), ('Modular Combat', 0.211), ('Black Mesa', 0.182), ('Portal 2', 0.171), ('Codename CURE', 0.167)]"
207170,"[('Instant Dungeon!', 0.17), ('Guild of Dungeoneering', 0.167), ('Lost Lands: Mahjong', 0.159), ('Cubic Castles', 0.145), ('Tropico 4', 0.144)]"
24010,"[('The Final Station', 0.138), ('Talisman: Digital Edition', 0.124), ('Punch Club', 0.111), ('Wildlife Park 2', 0.11), ('Scania Truck Driving Simulator', 0.107)]"
267600,"[('Airport Madness: World Edition', 0.341), ('Firefighters 2014', 0.103), ('Freight Tycoon Inc.', 0.092), ('OlliOlli', 0.09), ('BLOCKADE 3D', 0.084)]"
41800,"[('Space Empires V', 0.209), ('Battlevoid: Harbinger', 0.195), ('VEGA Conflict', 0.171), ('Space Run', 0.158), (""Buzz Aldrin's Space Program Manager"", 0.157)]"
427520,"[('FEZ', 0.129), (""Block'hood"", 0.108), ('Carrier Command: Gaea Mission', 0.098), ('Reflex', 0.097), ('X-COM: UFO Defense', 0.097)]"
304030,"[('Wurm Unlimited', 0.157), ('MapleStory', 0.148), ('Amazing Frog?', 0.144), ('Empyrion - Galactic Survival', 0.14), ('Gloria Victis', 0.138)]"
6880,"[('Bitardia', 0.272), ('Quiplash', 0.251), ('Hitman: Contracts', 0.222), ('They Breathe', 0.202), ('War, the Game', 0.197)]"
284160,"[('Scraps: Modular Vehicle Combat', 0.263), ('Next Car Game: Wreckfest', 0.207), ('Street Legal Racing: Redline v2.3.1', 0.161), ('Toribash', 0.144), ('Farming Simulator 15', 0.143)]"
279720,"[('Saturday Morning RPG', 0.117), ('Lucid', 0.102), ('Ittle Dew', 0.082), ('Nightmares from the Deep: The Cursed Heart', 0.078), ('Geometry Wars: Retro Evolved', 0.073)]"
258180,"[('Suits: A Business RPG', 0.112), ('X-COM: UFO Defense', 0.104), ('Frederic: Evil Strikes Back', 0.094), ('Satellite Reign', 0.093), ('Golden Rush', 0.085)]"
6910,"[('Nosferatu: The Wrath of Malachi', 0.113), ('Dungeon Siege III', 0.095), ('Insanely Twisted Shadow Planet', 0.091), ('Nation Red', 0.089), ('Train Simulator', 0.078)]"
47810,"[('Dragon: The Game', 0.259), ('Batman™: Arkham Origins Blackgate - Deluxe Edition', 0.218), (""Helen's Mysterious Castle"", 0.18), ('Really Big Sky', 0.17), ('Age of Conquest IV', 0.166)]"
393380,"[('Halcyon 6: Starbase Commander', 0.147), ('Arma 3', 0.146), ('Ultratron', 0.144), ('Verdun', 0.14), ('Enemy Front', 0.133)]"
281370,"[('Toki Tori 2+', 0.111), ('Escape Machines', 0.097), ('Hyposphere', 0.09), ('Sol 0: Mars Colonization', 0.089), ('The Forest of Doom', 0.088)]"
2500,"[('Serious Sam Classic: The First Encounter', 0.13), ('Zeno Clash', 0.124), ('Secrets of Grindea', 0.121), ('Sven Co-op', 0.11), ('Serious Sam Classic: The Second Encounter', 0.11)]"
